Date,SPY_adj_close
2014-01-02,148.9860382080078
2014-01-03,148.9616241455078
2014-01-06,148.52987670898438
2014-01-07,149.44216918945312
2014-01-08,149.47474670410156
2014-01-09,149.5724639892578
2014-01-10,149.979736328125
2014-01-13,147.98422241210938
2014-01-14,149.59689331054688
2014-01-15,150.4032440185547
2014-01-16,150.20777893066406
2014-01-17,149.5724639892578
2014-01-21,150.0122833251953
2014-01-22,150.1100311279297
2014-01-23,148.88015747070312
2014-01-24,145.70364379882812
2014-01-27,144.9869384765625
2014-01-28,145.8502655029297
2014-01-29,144.44935607910156
2014-01-30,145.9805450439453
2014-01-31,145.12538146972656
2014-02-03,141.85928344726562
2014-02-04,142.8529052734375
2014-02-05,142.67373657226562
2014-02-06,144.55519104003906
2014-02-07,146.34706115722656
2014-02-10,146.61590576171875
2014-02-11,148.2204132080078
2014-02-12,148.29376220703125
2014-02-13,149.05938720703125
2014-02-14,149.88198852539062
2014-02-18,150.0612030029297
2014-02-19,149.06747436523438
2014-02-20,149.94711303710938
2014-02-21,149.7760772705078
2014-02-24,150.60690307617188
2014-02-25,150.54986572265625
2014-02-26,150.55801391601562
2014-02-27,151.34808349609375
2014-02-28,151.73086547851562
2014-03-03,150.6638946533203
2014-03-04,152.78155517578125
2014-03-05,152.91998291015625
2014-03-06,153.27024841308594
2014-03-07,153.33544921875
2014-03-10,153.25392150878906
2014-03-11,152.49642944335938
2014-03-12,152.53720092773438
2014-03-13,150.8267822265625
2014-03-14,150.4032440185547
2014-03-17,151.763427734375
2014-03-18,152.84674072265625
2014-03-19,152.0322265625
2014-03-20,152.91998291015625
2014-03-21,152.32687377929688
2014-03-24,151.69699096679688
2014-03-25,152.41688537597656
2014-03-26,151.3206787109375
2014-03-27,151.0016326904297
2014-03-28,151.7460479736328
2014-03-31,152.9895477294922
2014-04-01,154.00399780273438
2014-04-02,154.51934814453125
2014-04-03,154.31483459472656
2014-04-04,152.49046325683594
2014-04-07,150.8052978515625
2014-04-08,151.427001953125
2014-04-09,153.05494689941406
2014-04-10,149.8399200439453
2014-04-11,148.49008178710938
2014-04-14,149.6599578857422
2014-04-15,150.6907196044922
2014-04-16,152.2696533203125
2014-04-17,152.4823455810547
2014-04-21,153.01412963867188
2014-04-22,153.70947265625
2014-04-23,153.3494873046875
2014-04-24,153.66033935546875
2014-04-25,152.40054321289062
2014-04-28,152.88316345214844
2014-04-29,153.59495544433594
2014-04-30,154.05311584472656
2014-05-01,154.06939697265625
2014-05-02,153.84852600097656
2014-05-05,154.14305114746094
2014-05-06,152.80140686035156
2014-05-07,153.70126342773438
2014-05-08,153.53762817382812
2014-05-09,153.76669311523438
2014-05-12,155.26382446289062
2014-05-13,155.40293884277344
2014-05-14,154.66661071777344
2014-05-15,153.30860900878906
2014-05-16,153.84034729003906
2014-05-19,154.4048614501953
2014-05-20,153.43125915527344
2014-05-21,154.72389221191406
2014-05-22,155.10025024414062
2014-05-23,155.7219696044922
2014-05-27,156.6791229248047
2014-05-28,156.5645751953125
2014-05-29,157.3744659423828
2014-05-30,157.62803649902344
2014-06-02,157.80804443359375
2014-06-03,157.72625732421875
2014-06-04,158.0452880859375
2014-06-05,159.07611083984375
2014-06-06,159.83694458007812
2014-06-09,160.0005340576172
2014-06-10,160.01687622070312
2014-06-11,159.46060180664062
2014-06-12,158.3315887451172
2014-06-13,158.8142852783203
2014-06-16,158.94522094726562
2014-06-17,159.38690185546875
2014-06-18,160.55679321289062
2014-06-19,160.73678588867188
2014-06-20,161.06312561035156
2014-06-23,161.01380920410156
2014-06-24,160.0438690185547
2014-06-25,160.76718139648438
2014-06-26,160.65211486816406
2014-06-27,160.96449279785156
2014-06-30,160.8822784423828
2014-07-01,161.95912170410156
2014-07-02,162.12351989746094
2014-07-03,162.9208526611328
2014-07-07,162.35365295410156
2014-07-08,161.30975341796875
2014-07-09,162.03314208984375
2014-07-10,161.3919677734375
2014-07-11,161.61387634277344
2014-07-14,162.4276580810547
2014-07-15,162.12351989746094
2014-07-16,162.7235565185547
2014-07-17,160.87405395507812
2014-07-18,162.51806640625
2014-07-21,162.21395874023438
2014-07-22,162.9208526611328
2014-07-23,163.2825164794922
2014-07-24,163.29063415527344
2014-07-25,162.52626037597656
2014-07-28,162.59207153320312
2014-07-29,161.89332580566406
2014-07-30,161.91796875
2014-07-31,158.7204132080078
2014-08-01,158.23544311523438
2014-08-04,159.37802124023438
2014-08-05,157.83265686035156
2014-08-06,157.88197326660156
2014-08-07,157.02711486816406
2014-08-08,158.84371948242188
2014-08-11,159.30404663085938
2014-08-12,159.0820770263672
2014-08-13,160.1588897705078
2014-08-14,160.9151153564453
2014-08-15,160.8822784423828
2014-08-18,162.23036193847656
2014-08-19,163.07701110839844
2014-08-20,163.5126495361328
2014-08-21,163.9893798828125
2014-08-22,163.734619140625
2014-08-25,164.5648651123047
2014-08-26,164.67172241210938
2014-08-27,164.60598754882812
2014-08-28,164.5155487060547
2014-08-29,164.9840850830078
2014-09-02,164.90188598632812
2014-09-03,164.8114776611328
2014-09-04,164.57310485839844
2014-09-05,165.31289672851562
2014-09-08,164.88540649414062
2014-09-09,163.8415069580078
2014-09-10,164.45797729492188
2014-09-11,164.6470184326172
2014-09-12,163.685302734375
2014-09-15,163.56201171875
2014-09-16,164.79498291015625
2014-09-17,165.0169677734375
2014-09-18,165.89645385742188
2014-09-19,165.74697875976562
2014-09-22,164.46694946289062
2014-09-23,163.52548217773438
2014-09-24,164.80557250976562
2014-09-25,162.14634704589844
2014-09-26,163.4346466064453
2014-09-29,163.13734436035156
2014-09-30,162.70794677734375
2014-10-01,160.50294494628906
2014-10-02,160.5277099609375
2014-10-03,162.2949981689453
2014-10-06,162.10504150390625
2014-10-07,159.6027374267578
2014-10-08,162.39407348632812
2014-10-09,159.17327880859375
2014-10-10,157.35641479492188
2014-10-13,154.77157592773438
2014-10-14,155.01104736328125
2014-10-15,153.96218872070312
2014-10-16,153.83006286621094
2014-10-17,155.64700317382812
2014-10-20,157.15821838378906
2014-10-21,160.27163696289062
2014-10-22,159.13198852539062
2014-10-23,160.98190307617188
2014-10-24,162.220703125
2014-10-27,161.99771118164062
2014-10-28,163.8558349609375
2014-10-29,163.60809326171875
2014-10-30,164.65687561035156
2014-10-31,166.53985595703125
2014-11-03,166.63064575195312
2014-11-04,166.0525665283203
2014-11-05,167.10147094726562
2014-11-06,167.7703399658203
2014-11-07,167.92723083496094
2014-11-10,168.45578002929688
2014-11-11,168.6209716796875
2014-11-12,168.43927001953125
2014-11-13,168.62925720214844
2014-11-14,168.6704864501953
2014-11-17,168.77786254882812
2014-11-18,169.7523956298828
2014-11-19,169.47982788085938
2014-11-20,169.77720642089844
2014-11-21,170.68557739257812
2014-11-24,171.16455078125
2014-11-25,171.04071044921875
2014-11-26,171.47840881347656
2014-11-28,171.11500549316406
2014-12-01,169.92578125
2014-12-02,171.0242156982422
2014-12-03,171.68482971191406
2014-12-04,171.49493408203125
2014-12-05,171.7757110595703
2014-12-08,170.62774658203125
2014-12-09,170.5121612548828
2014-12-10,167.7786407470703
2014-12-11,168.62925720214844
2014-12-12,165.90394592285156
2014-12-15,164.76419067382812
2014-12-16,163.44296264648438
2014-12-17,166.64718627929688
2014-12-18,170.7681427001953
2014-12-19,171.49473571777344
2014-12-22,172.2836151123047
2014-12-23,172.51612854003906
2014-12-24,172.5327606201172
2014-12-26,173.08914184570312
2014-12-29,173.3216094970703
2014-12-30,172.39158630371094
2014-12-31,170.6809539794922
2015-01-02,170.58961486816406
2015-01-05,167.50881958007812
2015-01-06,165.9310760498047
2015-01-07,167.99874877929688
2015-01-08,170.97987365722656
2015-01-09,169.6097412109375
2015-01-12,168.2810821533203
2015-01-13,167.80775451660156
2015-01-14,166.79464721679688
2015-01-15,165.26675415039062
2015-01-16,167.43406677246094
2015-01-20,167.7911376953125
2015-01-21,168.6381378173828
2015-01-22,171.14605712890625
2015-01-23,170.20765686035156
2015-01-26,170.6062469482422
2015-01-27,168.3557891845703
2015-01-28,166.19680786132812
2015-01-29,167.73306274414062
2015-01-30,165.6238250732422
2015-02-02,167.67489624023438
2015-02-03,170.09967041015625
2015-02-04,169.4519500732422
2015-02-05,171.16262817382812
2015-02-06,170.6892852783203
2015-02-09,169.92526245117188
2015-02-10,171.73556518554688
2015-02-11,171.83523559570312
2015-02-12,173.48773193359375
2015-02-13,174.20184326171875
2015-02-17,174.4758758544922
2015-02-18,174.49252319335938
2015-02-19,174.36795043945312
2015-02-20,175.4142608642578
2015-02-23,175.3893280029297
2015-02-24,175.8875732421875
2015-02-25,175.73809814453125
2015-02-26,175.5305633544922
2015-02-27,174.9326629638672
2015-03-02,176.03704833984375
2015-03-03,175.3146209716797
2015-03-04,174.5755615234375
2015-03-05,174.76654052734375
2015-03-06,172.30853271484375
2015-03-09,173.022705078125
2015-03-10,170.2159423828125
2015-03-11,169.8173828125
2015-03-12,171.97640991210938
2015-03-13,170.9217987060547
2015-03-16,173.20541381835938
2015-03-17,172.6905517578125
2015-03-18,174.76654052734375
2015-03-19,173.96937561035156
2015-03-20,175.50494384765625
2015-03-23,175.16299438476562
2015-03-24,174.1787567138672
2015-03-25,171.62637329101562
2015-03-26,171.21763610839844
2015-03-27,171.6096649169922
2015-03-30,173.7032928466797
2015-03-31,172.18524169921875
2015-04-01,171.5763397216797
2015-04-02,172.1935577392578
2015-04-06,173.35299682617188
2015-04-07,172.89418029785156
2015-04-08,173.47802734375
2015-04-09,174.24542236328125
2015-04-10,175.19631958007812
2015-04-13,174.40396118164062
2015-04-14,174.7376251220703
2015-04-15,175.52163696289062
2015-04-16,175.4716033935547
2015-04-17,173.45303344726562
2015-04-20,175.03787231445312
2015-04-21,174.82936096191406
2015-04-22,175.68844604492188
2015-04-23,176.13052368164062
2015-04-24,176.53919982910156
2015-04-27,175.80523681640625
2015-04-28,176.3640899658203
2015-04-29,175.63839721679688
2015-04-30,173.8784942626953
2015-05-01,175.7635498046875
2015-05-04,176.263916015625
2015-05-05,174.24542236328125
2015-05-06,173.5281219482422
2015-05-07,174.2203826904297
2015-05-08,176.51419067382812
2015-05-11,175.67178344726562
2015-05-12,175.14625549316406
2015-05-13,175.1796112060547
2015-05-14,177.00634765625
2015-05-15,177.19822692871094
2015-05-18,177.7487030029297
2015-05-19,177.69032287597656
2015-05-20,177.56520080566406
